Feature,category,Method
75893,ginger,VIP+FoldChange
75896,ginger,VIP+FoldChange
75921,pear,VIP+FoldChange
75928,"eggplant, radish",VIP+FoldChange
75938,apple,VIP+FoldChange
75943,cauliflower,VIP+FoldChange
7595,grain_fermented,VIP+FoldChange
75958,cheddar cheese,VIP+FoldChange
75964,cheddar cheese,VIP+FoldChange
75970,veal,VIP+FoldChange
75987,oat,VIP+FoldChange
75992,grain_fermented,VIP+FoldChange
76002,broccoli,VIP+FoldChange
76004,milk_cow,VIP+FoldChange
76010,strawberry,VIP+FoldChange
76034,veal,VIP+FoldChange
76038,langostino,VIP+FoldChange
76041,fig,VIP+FoldChange
76042,strawberry,VIP+FoldChange
76047,blueberry,VIP+FoldChange
76051,garlic powder,VIP+FoldChange
76053,blueberry,VIP+FoldChange
76060,pine nut,VIP+FoldChange
76062,strawberry,VIP+FoldChange
76076,cranberry,VIP+FoldChange
76087,chicken,VIP+FoldChange
76096,turmeric,VIP+FoldChange
76100,raspberry,VIP+FoldChange
76107,"blueberry, cranberry",VIP+FoldChange
76126,broccoli,VIP+FoldChange
76129,melon,VIP+FoldChange
76142,langostino,VIP+FoldChange
76150,dill flower,VIP+FoldChange
76154,"squash, squash blossom",VIP+FoldChange
7616,"arugula, kale",VIP+FoldChange
76161,"blueberry, raspberry",VIP+FoldChange
76183,"apricot, curry plant",VIP+FoldChange
76184,betel nut,VIP+FoldChange
76196,grain_fermented,VIP+FoldChange
76211,cheddar cheese,VIP+FoldChange
76247,peanut,VIP+FoldChange
76259,"anise, bay leaf, Spenach",VIP+FoldChange
76269,potato leaf,VIP+FoldChange
76297,apple,VIP+FoldChange
76302,strawberry,VIP+FoldChange
76303,broccoli,VIP+FoldChange
76313,parsley,VIP+FoldChange
76319,guava,VIP+FoldChange
7634,avocado,VIP+FoldChange
76349,broccoli,VIP+FoldChange
7635,potato leaf,VIP+FoldChange
76357,"mango, grape",VIP+FoldChange
7636,melon,VIP+FoldChange
76361,marigold,VIP+FoldChange
76377,grain_fermented,VIP+FoldChange
7643,trout,VIP+FoldChange
76451,salmon,VIP+FoldChange
7646,cheddar cheese,VIP+FoldChange
76476,strawberry,VIP+FoldChange
76507,parsley,VIP+FoldChange
76524,"garlic, garlic powder",VIP+FoldChange
76527,betel nut,VIP+FoldChange
76531,lemon,VIP+FoldChange
76548,"lavender, parsley",VIP+FoldChange
76561,shrimp,VIP+FoldChange
76569,blueberry,VIP+FoldChange
76596,yogurt_cow,VIP+FoldChange
76606,"lavender, parsley",VIP+FoldChange
76624,tomato,VIP+FoldChange
76627,chive blossom,VIP+FoldChange
7665,squash blossom,VIP+FoldChange
76657,shrimp,VIP+FoldChange
76670,bay leaf,VIP+FoldChange
76687,"bay leaf, betel nut",VIP+FoldChange
76719,strawberry,VIP+FoldChange
76730,blueberry,VIP+FoldChange
76737,lentil,VIP+FoldChange
76749,pomelo,VIP+FoldChange
76753,carrot,VIP+FoldChange
76759,"grain_fermented, tarragon",VIP+FoldChange
76765,"anise, tarragon",VIP+FoldChange
76781,chicken,VIP+FoldChange
76786,chicken,VIP+FoldChange
76790,chicken,VIP+FoldChange
76809,shrimp,VIP+FoldChange
76811,eggplant,VIP+FoldChange
7683,walnut,VIP+FoldChange
76880,"beet, shrimp",VIP+FoldChange
76898,sage,VIP+FoldChange
76899,bay leaf,VIP+FoldChange
76914,"radish greens, parsley",VIP+FoldChange
76938,cardamom,VIP+FoldChange
7695,marigold,VIP+FoldChange
77005,"sage, strawberry",VIP+FoldChange
77008,cocoa seed,VIP+FoldChange
77013,"langostino, wheat",VIP+FoldChange
77020,parsley,VIP+FoldChange
77056,carrot,VIP+FoldChange
77059,"lavender, parsley",VIP+FoldChange
77086,chicken,VIP+FoldChange
77105,cilantro,VIP+FoldChange
77114,lentil,VIP+FoldChange
7712,cheddar cheese,VIP+FoldChange
77127,"raspberry, fig",VIP+FoldChange
77131,shrimp,VIP+FoldChange
77133,shrimp,VIP+FoldChange
77140,shrimp,VIP+FoldChange
77157,pine nut,VIP+FoldChange
77180,soda,VIP+FoldChange
77219,cranberry,VIP+FoldChange
7722,"salmon, chicken",VIP+FoldChange
77249,"mint, borage flower",VIP+FoldChange
77256,lime,VIP+FoldChange
77258,peanut,VIP+FoldChange
77293,"walnut, pine nut",VIP+FoldChange
77294,blueberry,VIP+FoldChange
77295,"blueberry, guava",VIP+FoldChange
77317,watercress,VIP+FoldChange
77319,cheddar cheese,VIP+FoldChange
77323,grape_fermented,VIP+FoldChange
77339,langostino,VIP+FoldChange
77342,langostino,VIP+FoldChange
77384,onion,VIP+FoldChange
77443,chicken,VIP+FoldChange
77458,"blueberry, guava",VIP+FoldChange
7746,trout,VIP+FoldChange
77481,"raspberry, fig, betel nut",VIP+FoldChange
77483,sesame,VIP+FoldChange
77498,"pea, yogurt_cow",VIP+FoldChange
77536,grape_fermented,VIP+FoldChange
77541,poppy seed,VIP+FoldChange
77543,betel nut,VIP+FoldChange
77546,"walnut, cloves",VIP+FoldChange
77576,mushroom,VIP+FoldChange
77578,parsley,VIP+FoldChange
77603,"raspberry, nasturtium",VIP+FoldChange
7765,jicama,VIP+FoldChange
77651,"mushroom, grape_fermented",VIP+FoldChange
77674,"lavender, lemon balm",VIP+FoldChange
77699,veal,VIP+FoldChange
77741,pomelo,VIP+FoldChange
7777,"broccoli, kohlrabi",VIP+FoldChange
77781,chicken,VIP+FoldChange
77785,chicken,VIP+FoldChange
77790,"lime, grapefruit",VIP+FoldChange
77817,"squash, squash blossom, marjoram",VIP+FoldChange
7782,garlic,VIP+FoldChange
77825,carrot,VIP+FoldChange
77847,"banana, poppy seed",VIP+FoldChange
77851,garlic powder,VIP+FoldChange
77863,"garlic, garlic powder",VIP+FoldChange
77874,cocoa seed,VIP+FoldChange
77875,cocoa seed,VIP+FoldChange
77894,"broccoli, cauliflower",VIP+FoldChange
77910,veal,VIP+FoldChange
77946,"cilantro, dill",VIP+FoldChange
7798,cheddar cheese,VIP+FoldChange
7800,cheddar cheese,VIP+FoldChange
78016,guava,VIP+FoldChange
78021,egg_chicken,VIP+FoldChange
78028,cherry,VIP+FoldChange
78029,pea,VIP+FoldChange
78043,rice,VIP+FoldChange
78044,strawberry,VIP+FoldChange
78060,corn,VIP+FoldChange
78067,sesame,VIP+FoldChange
78071,"carrot, eggplant",VIP+FoldChange
78096,cranberry,VIP+FoldChange
7812,"walnut, watercress",VIP+FoldChange
78143,garlic powder,VIP+FoldChange
7815,lentil,VIP+FoldChange
78178,borage flower,VIP+FoldChange
7819,"legume, butter, radish, brussel sprout, radish greens",VIP+FoldChange
7820,"broccoli, cauliflower, brussel sprout",VIP+FoldChange
78269,mushroom,VIP+FoldChange
78278,oregano,VIP+FoldChange
78282,oregano,VIP+FoldChange
78285,mango,VIP+FoldChange
78288,chicken,VIP+FoldChange
7831,cranberry,VIP+FoldChange
7832,pine nut,VIP+FoldChange
7835,sumac,VIP+FoldChange
7836,pomelo,VIP+FoldChange
78392,cilantro,VIP+FoldChange
78400,raspberry,VIP+FoldChange
78408,borage flower,VIP+FoldChange
78432,cilantro,VIP+FoldChange
78449,"mint, curry plant, lemon balm",VIP+FoldChange
78452,peanut,VIP+FoldChange
78453,"peanut, borage leaf",VIP+FoldChange
78476,cannabis leaf,VIP+FoldChange
78496,"chicken, pig",VIP+FoldChange
78507,"carrot, cilantro, dill, fennel",VIP+FoldChange
78535,lentil,VIP+FoldChange
78540,persimmon,VIP+FoldChange
78547,mango,VIP+FoldChange
78548,raspberry,VIP+FoldChange
7857,lime,VIP+FoldChange
7859,cherry,VIP+FoldChange
78592,yogurt_cow,VIP+FoldChange
78610,yogurt_cow,VIP+FoldChange
78623,radish,VIP+FoldChange
78645,shrimp,VIP+FoldChange
7865,"cherry, jicama, apricot, chive stem",VIP+FoldChange
78657,mushroom plant,VIP+FoldChange
78716,curry plant,VIP+FoldChange
78717,curry plant,VIP+FoldChange
78723,chicken,VIP+FoldChange
78747,chicken,VIP+FoldChange
78748,chicken,VIP+FoldChange
78767,corn,VIP+FoldChange
78790,cheddar cheese,VIP+FoldChange
7883,"lentil, jicama",VIP+FoldChange
78867,yogurt_cow,VIP+FoldChange
78875,"carrot, dill",VIP+FoldChange
78911,oregano,VIP+FoldChange
78912,oregano,VIP+FoldChange
78916,"hing powder, chive stem, chive blossom",VIP+FoldChange
78938,raspberry,VIP+FoldChange
7895,"broccoli, cauliflower, brussel sprout",VIP+FoldChange
79043,sesame,VIP+FoldChange
79096,walnut,VIP+FoldChange
7910,beet,VIP+FoldChange
79104,avocado,VIP+FoldChange
79106,pomelo,VIP+FoldChange
79107,avocado,VIP+FoldChange
79133,bay leaf,VIP+FoldChange
79167,legume,VIP+FoldChange
79185,brussel sprout,VIP+FoldChange
79199,"grape_fermented, cocoa seed",VIP+FoldChange
79209,peanut,VIP+FoldChange
79223,shrimp,VIP+FoldChange
79233,pepper,VIP+FoldChange
79248,cherry,VIP+FoldChange
79252,"broccoli, brussel sprout, radish greens",VIP+FoldChange
79255,cardamom,VIP+FoldChange
7926,"beet, Spenach, chard",VIP+FoldChange
79271,parsley,VIP+FoldChange
79277,langostino,VIP+FoldChange
79316,mandarin,VIP+FoldChange
79317,cranberry,VIP+FoldChange
79323,grain_fermented,VIP+FoldChange
7934,trout,VIP+FoldChange
79376,betel nut,VIP+FoldChange
79380,mandarin,VIP+FoldChange
79389,grain_fermented,VIP+FoldChange
79396,chicken,VIP+FoldChange
79411,chicken,VIP+FoldChange
7943,persimmon,VIP+FoldChange
79444,wheat,VIP+FoldChange
79452,bay leaf,VIP+FoldChange
79466,sesame seed,VIP+FoldChange
79474,"pea, betel nut",VIP+FoldChange
79479,corn,VIP+FoldChange
79499,chicken,VIP+FoldChange
79501,corn,VIP+FoldChange
79534,corn,VIP+FoldChange
79546,beet,VIP+FoldChange
79556,anise,VIP+FoldChange
79581,grain_fermented,VIP+FoldChange
7959,pear,VIP+FoldChange
79591,peanut,VIP+FoldChange
7960,grape,VIP+FoldChange
7963,peanut,VIP+FoldChange
79631,mint,VIP+FoldChange
79632,"dill flower, dill",VIP+FoldChange
79633,"garlic, garlic powder",VIP+FoldChange
79706,"brussel sprout, radish greens, watercress",VIP+FoldChange
79719,yogurt_cow,VIP+FoldChange
79730,"sage, rosemary",VIP+FoldChange
79771,"walnut, chia",VIP+FoldChange
79774,"wheat, pomelo",VIP+FoldChange
7981,mango,VIP+FoldChange
79820,grain_fermented,VIP+FoldChange
79821,"radish, radish greens",VIP+FoldChange
79841,tomato,VIP+FoldChange
79845,"cilantro, dill",VIP+FoldChange
79847,shrimp,VIP+FoldChange
79858,peanut,VIP+FoldChange
79871,"radish greens, dill",VIP+FoldChange
79873,shrimp,VIP+FoldChange
79903,"raspberry, betel nut",VIP+FoldChange
79919,chicken,VIP+FoldChange
79923,veal,VIP+FoldChange
79927,"eggplant, ground cherry",VIP+FoldChange
79928,"cauliflower, brussel sprout, radish greens",VIP+FoldChange
7993,garlic,VIP+FoldChange
79931,salmon,VIP+FoldChange
7997,sesame seed,VIP+FoldChange
79974,"broccoli, cauliflower, brussel sprout, radish greens, watercress",VIP+FoldChange
79980,veal,VIP+FoldChange
79983,garlic,VIP+FoldChange
7999,milk_goat,VIP+FoldChange
80008,broccoli,VIP+FoldChange
80020,pig,VIP+FoldChange
80021,broccoli,VIP+FoldChange
80026,grape_fermented,VIP+FoldChange
8003,cheddar cheese,VIP+FoldChange
8004,cheddar cheese,VIP+FoldChange
80056,watercress,VIP+FoldChange
80061,bay leaf,VIP+FoldChange
80068,chicken,VIP+FoldChange
80075,pig,VIP+FoldChange
8008,salmon,VIP+FoldChange
80097,grain_fermented,VIP+FoldChange
80119,oat,VIP+FoldChange
80128,cheddar cheese,VIP+FoldChange
8014,chia,VIP+FoldChange
80147,chicken,VIP+FoldChange
80154,grain_fermented,VIP+FoldChange
80156,cranberry,VIP+FoldChange
80214,"grain_fermented, yogurt_cow",VIP+FoldChange
80215,"olive, banana",VIP+FoldChange
80218,"broccoli, cauliflower, brussel sprout, radish greens, watercress",VIP+FoldChange
80222,pig,VIP+FoldChange
80223,pig,VIP+FoldChange
80258,yogurt_cow,VIP+FoldChange
80327,arugula,VIP+FoldChange
80330,strawberry,VIP+FoldChange
80403,cheddar cheese,VIP+FoldChange
80409,grain_fermented,VIP+FoldChange
80425,"broccoli, cauliflower, brussel sprout, radish greens",VIP+FoldChange
80437,pig,VIP+FoldChange
80447,betel nut,VIP+FoldChange
80455,"corn, veal",VIP+FoldChange
80466,cranberry,VIP+FoldChange
80480,eggplant,VIP+FoldChange
80493,"garlic, onion, chive blossom",VIP+FoldChange
80504,peanut,VIP+FoldChange
80523,peanut,VIP+FoldChange
80527,"sage, rosemary",VIP+FoldChange
80532,"bay leaf, cranberry, betel nut",VIP+FoldChange
8054,milk_goat,VIP+FoldChange
80543,pea,VIP+FoldChange
80547,pea,VIP+FoldChange
8055,dill,VIP+FoldChange
80569,mango,VIP+FoldChange
8057,veal,VIP+FoldChange
8061,broccoli,VIP+FoldChange
80617,legume,VIP+FoldChange
80625,pea,VIP+FoldChange
80631,cloves,VIP+FoldChange
80643,pea,VIP+FoldChange
8065,trout,VIP+FoldChange
80656,curry plant,VIP+FoldChange
80657,"onion, chive stem, chive blossom",VIP+FoldChange
80658,"onion, chive blossom",VIP+FoldChange
8068,broccoli,VIP+FoldChange
80711,grain_fermented,VIP+FoldChange
80782,cheddar cheese,VIP+FoldChange
80786,"bay leaf, cranberry",VIP+FoldChange
80792,cheddar cheese,VIP+FoldChange
8080,"raspberry, cherry",VIP+FoldChange
80808,onion,VIP+FoldChange
80813,"cauliflower, sesame",VIP+FoldChange
80817,"pea, jicama",VIP+FoldChange
80831,eggplant,VIP+FoldChange
8084,soda,VIP+FoldChange
80881,betel nut,VIP+FoldChange
80883,turmeric,VIP+FoldChange
80902,strawberry,VIP+FoldChange
80905,cranberry,VIP+FoldChange
80906,beet,VIP+FoldChange
8092,cranberry,VIP+FoldChange
80950,kumquat,VIP+FoldChange
80973,"chicken, betel nut",VIP+FoldChange
80974,chicken,VIP+FoldChange
80980,eggplant,VIP+FoldChange
81001,"walnut, cloves",VIP+FoldChange
81017,betel nut,VIP+FoldChange
81020,banana,VIP+FoldChange
81042,grape_fermented,VIP+FoldChange
81055,radish greens,VIP+FoldChange
81062,lemon,VIP+FoldChange
81063,trout,VIP+FoldChange
81073,"eggplant, ground cherry",VIP+FoldChange
81112,ground cherry,VIP+FoldChange
81118,ground cherry,VIP+FoldChange
81167,"melon, fennel",VIP+FoldChange
81168,sweet potato,VIP+FoldChange
81182,mango,VIP+FoldChange
81198,"cucumber, oregano",VIP+FoldChange
81217,corn,VIP+FoldChange
81229,kumquat,VIP+FoldChange
81254,radish,VIP+FoldChange
8127,eggplant,VIP+FoldChange
81273,"broccoli, arugula",VIP+FoldChange
81290,kumquat,VIP+FoldChange
81313,"cauliflower, kohlrabi",VIP+FoldChange
81315,pea,VIP+FoldChange
81350,egg_chicken,VIP+FoldChange
81368,raspberry,VIP+FoldChange
8137,milk_goat,VIP+FoldChange
81377,lemon,VIP+FoldChange
81388,"eggplant, ground cherry",VIP+FoldChange
81398,radish,VIP+FoldChange
81414,poppy seed,VIP+FoldChange
81415,"raspberry, walnut",VIP+FoldChange
81449,eggplant,VIP+FoldChange
81466,onion,VIP+FoldChange
81488,avocado,VIP+FoldChange
8149,shrimp,VIP+FoldChange
81528,watercress,VIP+FoldChange
81529,carrot,VIP+FoldChange
81550,chicken,VIP+FoldChange
81551,"onion, chive stem",VIP+FoldChange
81559,shrimp,VIP+FoldChange
81589,chicken,VIP+FoldChange
8162,garlic,VIP+FoldChange
81620,yogurt_cow,VIP+FoldChange
81623,blueberry,VIP+FoldChange
81624,blueberry,VIP+FoldChange
81630,kumquat,VIP+FoldChange
81646,peanut,VIP+FoldChange
8165,"apple, soda, grape",VIP+FoldChange
81653,cardamom,VIP+FoldChange
81669,lemon,VIP+FoldChange
81701,carrot,VIP+FoldChange
81720,garlic,VIP+FoldChange
81747,shrimp,VIP+FoldChange
81760,potato,VIP+FoldChange
81765,cheddar cheese,VIP+FoldChange
81775,betel nut,VIP+FoldChange
81779,turmeric,VIP+FoldChange
81784,"broccoli, cauliflower, brussel sprout, watercress",VIP+FoldChange
81815,garlic,VIP+FoldChange
81822,chive blossom,VIP+FoldChange
81828,sweet potato,VIP+FoldChange
81841,betel nut leaf,VIP+FoldChange
81866,"ginger, chive stem",VIP+FoldChange
81903,lemon,VIP+FoldChange
81918,peanut,VIP+FoldChange
81926,cranberry,VIP+FoldChange
81973,lentil,VIP+FoldChange
81998,onion,VIP+FoldChange
82032,ginger,VIP+FoldChange
82058,cloves,VIP+FoldChange
82084,"broccoli, arugula",VIP+FoldChange
82126,"sesame seed, ground cherry",VIP+FoldChange
82131,"cauliflower, brussel sprout, radish greens",VIP+FoldChange
82143,cheddar cheese,VIP+FoldChange
82184,"broccoli, arugula",VIP+FoldChange
82217,"peanut, marjoram",VIP+FoldChange
82219,"broccoli, arugula",VIP+FoldChange
82221,"broccoli, radish",VIP+FoldChange
8224,cheddar cheese,VIP+FoldChange
82256,"broccoli, arugula",VIP+FoldChange
82265,cocoa seed,VIP+FoldChange
8227,"beet, walnut",VIP+FoldChange
82272,"broccoli, arugula",VIP+FoldChange
82289,"broccoli, arugula",VIP+FoldChange
82306,cocoa seed,VIP+FoldChange
82313,chicken,VIP+FoldChange
82321,blueberry,VIP+FoldChange
82338,marigold,VIP+FoldChange
82346,veal,VIP+FoldChange
82374,broccoli,VIP+FoldChange
8239,"pine nut, sesame seed",VIP+FoldChange
82418,shrimp,VIP+FoldChange
82429,sesame seed,VIP+FoldChange
82440,"onion, chive stem, chive blossom",VIP+FoldChange
8245,beet,VIP+FoldChange
82477,langostino,VIP+FoldChange
82487,shrimp,VIP+FoldChange
82489,shrimp,VIP+FoldChange
82494,"broccoli, arugula",VIP+FoldChange
8250,peanut,VIP+FoldChange
82517,"strawberry, thyme",VIP+FoldChange
8252,cilantro,VIP+FoldChange
82527,"onion, chive stem, chive blossom",VIP+FoldChange
82559,milk_cow,VIP+FoldChange
82561,eggplant,VIP+FoldChange
82564,poppy seed,VIP+FoldChange
82566,grain_fermented,VIP+FoldChange
82567,grain_fermented,VIP+FoldChange
82585,"broccoli, arugula",VIP+FoldChange
8259,cherry,VIP+FoldChange
82597,carrot,VIP+FoldChange
82610,"grain_fermented, pig",VIP+FoldChange
82618,shrimp,VIP+FoldChange
82632,"walnut, brussel sprout, ground cherry",VIP+FoldChange
82664,"hing powder, garlic powder, sesame",VIP+FoldChange
82671,grape_fermented,VIP+FoldChange
82715,"broccoli, arugula",VIP+FoldChange
82750,grain_fermented,VIP+FoldChange
82757,yogurt_cow,VIP+FoldChange
82798,langostino,VIP+FoldChange
8282,beet,VIP+FoldChange
82835,cheddar cheese,VIP+FoldChange
82864,cheddar cheese,VIP+FoldChange
82887,bay leaf,VIP+FoldChange
82888,broccoli,VIP+FoldChange
82911,bay leaf,VIP+FoldChange
82936,strawberry,VIP+FoldChange
82971,chicken,VIP+FoldChange
82974,apricot,VIP+FoldChange
83012,"broccoli, rice, arugula",VIP+FoldChange
83013,trout,VIP+FoldChange
83020,chicken,VIP+FoldChange
83022,yogurt_cow,VIP+FoldChange
83028,chicken,VIP+FoldChange
8304,onion,VIP+FoldChange
83047,anise,VIP+FoldChange
83049,anise,VIP+FoldChange
83051,anise,VIP+FoldChange
83056,anise,VIP+FoldChange
83059,anise,VIP+FoldChange
83061,anise,VIP+FoldChange
83079,chicken,VIP+FoldChange
83080,grain_fermented,VIP+FoldChange
83091,apricot,VIP+FoldChange
83092,"oregano, marjoram",VIP+FoldChange
83094,"mango, sumac",VIP+FoldChange
83098,"cranberry, ground cherry",VIP+FoldChange
83131,yogurt_cow,VIP+FoldChange
83228,mushroom plant,VIP+FoldChange
83232,pea,VIP+FoldChange
83247,"celery, nasturtium",VIP+FoldChange
83249,radish,VIP+FoldChange
83260,"spice, marigold",VIP+FoldChange
83261,spice,VIP+FoldChange
83272,"carrot, banana",VIP+FoldChange
83336,"oat, apricot",VIP+FoldChange
83342,peanut,VIP+FoldChange
83343,raspberry,VIP+FoldChange
8341,marigold,VIP+FoldChange
83414,"carrot, dill",VIP+FoldChange
8347,milk_goat,VIP+FoldChange
83479,blueberry,VIP+FoldChange
83488,chicken,VIP+FoldChange
83490,chicken,VIP+FoldChange
83533,yogurt_cow,VIP+FoldChange
83556,"grape_fermented, legume",VIP+FoldChange
8356,veal,VIP+FoldChange
83562,peanut,VIP+FoldChange
83567,"carrot, dill, fennel",VIP+FoldChange
83602,turmeric,VIP+FoldChange
83605,salmon,VIP+FoldChange
83618,cheddar cheese,VIP+FoldChange
83621,cheddar cheese,VIP+FoldChange
83622,cheddar cheese,VIP+FoldChange
83665,"melon, pig",VIP+FoldChange
83683,milk_cow,VIP+FoldChange
83693,betel nut,VIP+FoldChange
83731,"ginger, cocoa seed",VIP+FoldChange
83740,blueberry,VIP+FoldChange
83757,chicken,VIP+FoldChange
8377,garlic,VIP+FoldChange
83815,ground cherry,VIP+FoldChange
8383,veal,VIP+FoldChange
83833,garlic powder,VIP+FoldChange
83855,veal,VIP+FoldChange
83862,spice,VIP+FoldChange
83880,marjoram,VIP+FoldChange
83896,chicken,VIP+FoldChange
83898,chicken,VIP+FoldChange
8390,kohlrabi,VIP+FoldChange
83903,chicken,VIP+FoldChange
83916,"walnut, ginger",VIP+FoldChange
83928,walnut,VIP+FoldChange
83957,chicken,VIP+FoldChange
83968,blueberry,VIP+FoldChange
83986,yogurt_cow,VIP+FoldChange
84025,"cauliflower, kohlrabi",VIP+FoldChange
84027,carrot,VIP+FoldChange
84034,tomato,VIP+FoldChange
84073,tomato,VIP+FoldChange
84083,grain_fermented,VIP+FoldChange
84125,"sage, lemon balm",VIP+FoldChange
84145,kohlrabi,VIP+FoldChange
84158,cilantro,VIP+FoldChange
8417,radish,VIP+FoldChange
84182,chive blossom,VIP+FoldChange
84200,mushroom,VIP+FoldChange
84220,shrimp,VIP+FoldChange
8424,"grain_fermented, wheat",VIP+FoldChange
84248,pine nut,VIP+FoldChange
84249,walnut,VIP+FoldChange
84277,"mushroom, ginger",VIP+FoldChange
8428,mango,VIP+FoldChange
84314,cardamom,VIP+FoldChange
84317,cocoa seed,VIP+FoldChange
84341,peanut,VIP+FoldChange
84342,peanut,VIP+FoldChange
84350,carrot,VIP+FoldChange
84352,"carrot, celery",VIP+FoldChange
84373,cucumber,VIP+FoldChange
84394,oat,VIP+FoldChange
84401,cocoa seed,VIP+FoldChange
84402,langostino,VIP+FoldChange
84403,langostino,VIP+FoldChange
84411,"carrot, celery",VIP+FoldChange
84432,avocado,VIP+FoldChange
84433,cheddar cheese,VIP+FoldChange
84434,blueberry,VIP+FoldChange
84442,"beet, jicama",VIP+FoldChange
84489,avocado,VIP+FoldChange
84493,shrimp,VIP+FoldChange
84495,cheddar cheese,VIP+FoldChange
8454,sesame seed,VIP+FoldChange
84547,carrot,VIP+FoldChange
84551,peanut,VIP+FoldChange
84553,raspberry,VIP+FoldChange
84606,langostino,VIP+FoldChange
84610,"pig, yogurt_cow",VIP+FoldChange
84642,chicken,VIP+FoldChange
84650,yogurt_cow,VIP+FoldChange
84656,lemon,VIP+FoldChange
84682,garlic powder,VIP+FoldChange
8471,cheddar cheese,VIP+FoldChange
84711,mango,VIP+FoldChange
84717,"lime, lemon",VIP+FoldChange
84727,chicken,VIP+FoldChange
84729,chicken,VIP+FoldChange
84731,chicken,VIP+FoldChange
84747,yogurt_cow,VIP+FoldChange
84762,langostino,VIP+FoldChange
84776,milk_cow,VIP+FoldChange
84782,shrimp,VIP+FoldChange
84784,pig,VIP+FoldChange
84788,shrimp,VIP+FoldChange
84825,cilantro,VIP+FoldChange
8486,"sesame seed, chia",VIP+FoldChange
84875,raspberry,VIP+FoldChange
84881,betel nut,VIP+FoldChange
84917,langostino,VIP+FoldChange
84935,yogurt_cow,VIP+FoldChange
84940,pea,VIP+FoldChange
84941,milk_cow,VIP+FoldChange
8496,garlic,VIP+FoldChange
84965,garlic,VIP+FoldChange
84980,peanut,VIP+FoldChange
84981,peanut,VIP+FoldChange
85010,cloves,VIP+FoldChange
85041,yogurt_cow,VIP+FoldChange
85048,blueberry,VIP+FoldChange
85065,lentil,VIP+FoldChange
85069,langostino,VIP+FoldChange
85078,"onion, hing powder, chive blossom",VIP+FoldChange
85099,shrimp,VIP+FoldChange
85102,chicken,VIP+FoldChange
85114,cilantro,VIP+FoldChange
85143,trout,VIP+FoldChange
85144,pomelo,VIP+FoldChange
8515,"radish, parsley",VIP+FoldChange
85151,yogurt_cow,VIP+FoldChange
85161,carrot,VIP+FoldChange
85164,"milk_cow, cream",VIP+FoldChange
85169,shrimp,VIP+FoldChange
85176,guava,VIP+FoldChange
85179,poppy seed,VIP+FoldChange
85182,poppy seed,VIP+FoldChange
85198,cheddar cheese,VIP+FoldChange
85203,cheddar cheese,VIP+FoldChange
85260,carrot,VIP+FoldChange
8527,bay leaf,VIP+FoldChange
85277,cilantro,VIP+FoldChange
85340,broccoli,VIP+FoldChange
85364,chicken,VIP+FoldChange
85368,blueberry,VIP+FoldChange
85386,yogurt_cow,VIP+FoldChange
85431,grain_fermented,VIP+FoldChange
85448,sweet potato,VIP+FoldChange
85449,turmeric,VIP+FoldChange
85467,"grain_fermented, wheat",VIP+FoldChange
85489,chicken,VIP+FoldChange
85512,cannabis leaf,VIP+FoldChange
85570,spice,VIP+FoldChange
85579,"onion, chive stem",VIP+FoldChange
85607,"borage flower, dill flower, dill",VIP+FoldChange
85609,"dill, fennel",VIP+FoldChange
85639,shrimp,VIP+FoldChange
85646,cranberry,VIP+FoldChange
85654,blueberry,VIP+FoldChange
85671,shrimp,VIP+FoldChange
85692,mushroom,VIP+FoldChange
85698,grain_fermented,VIP+FoldChange
85705,shrimp,VIP+FoldChange
85720,yogurt_cow,VIP+FoldChange
85730,grain_fermented,VIP+FoldChange
85745,"blueberry, eggplant",VIP+FoldChange
85747,garlic,VIP+FoldChange
85749,egg_chicken,VIP+FoldChange
85752,cheddar cheese,VIP+FoldChange
85775,"basil, thyme",VIP+FoldChange
85785,parsley,VIP+FoldChange
8580,sugarcane,VIP+FoldChange
85807,shrimp,VIP+FoldChange
85829,"mango, melon",VIP+FoldChange
85852,shrimp,VIP+FoldChange
8586,"blueberry, cranberry",VIP+FoldChange
85862,raspberry,VIP+FoldChange
85871,peanut,VIP+FoldChange
85878,strawberry,VIP+FoldChange
85916,langostino,VIP+FoldChange
85918,"dill flower, dill",VIP+FoldChange
8598,salmon,VIP+FoldChange
85986,cheddar cheese,VIP+FoldChange
85987,cheddar cheese,VIP+FoldChange
85988,cheddar cheese,VIP+FoldChange
85992,bay leaf,VIP+FoldChange
85998,"betel nut, thyme, dill",VIP+FoldChange
86044,squash blossom,VIP+FoldChange
86045,pig,VIP+FoldChange
86056,blueberry,VIP+FoldChange
86121,yogurt_cow,VIP+FoldChange
86132,langostino,VIP+FoldChange
86143,"blueberry, eggplant",VIP+FoldChange
86148,"sweet potato, ground cherry",VIP+FoldChange
8615,persimmon,VIP+FoldChange
86169,"lettuce, mint, cannabis leaf",VIP+FoldChange
86184,"garlic, garlic powder",VIP+FoldChange
86185,garlic powder,VIP+FoldChange
86208,yogurt_cow,VIP+FoldChange
86217,chicken,VIP+FoldChange
86223,"onion, chive stem",VIP+FoldChange
86255,shrimp,VIP+FoldChange
86288,chicken,VIP+FoldChange
86290,chicken,VIP+FoldChange
86291,chicken,VIP+FoldChange
86303,pepper,VIP+FoldChange
86315,"grain_fermented, langostino",VIP+FoldChange
86320,peanut,VIP+FoldChange
86328,sesame seed,VIP+FoldChange
